"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 08 16:49:58 GMT 2024","Sun Dec 08 16:49:59 GMT 2024","727","","test_pytstore","","","","Тестовый сценарий CRUD",""
